gpsTime,lat,lon,altitude,x,y,speed
1530741039000,40.69591067,-102.20241871,1105.40002441406,736373.117169889,4508765.52318841,6.75
1530741040000,40.6958505,-102.2024218,1105.30004882812,736373.068911257,4508758.83457585,6.75
1530741041000,40.69578823,-102.20242832,1105.19995117188,736372.738237889,4508751.90357852,7
1530741042000,40.69573041,-102.20244041,1105.09997558594,736371.921143302,4508745.45163953,7
1530741043000,40.69566379,-102.20244066,1105.09997558594,736372.135685179,4508738.05457128,7
1530741052000,40.69508845,-102.20245728,1104.90002441406,736372.766487835,4508674.13348259,7.25
1530741073000,40.69365143,-102.20253697,1105.5,736371.115559524,4508514.37575965,8.75
1530741074000,40.69357526,-102.20254873,1105.69995117188,736370.391209593,4508505.88742941,8.25
1530741075000,40.69350188,-102.20254387,1105.80004882812,736371.061464082,4508497.75360157,8.25
1530741076000,40.69342678,-102.20254538,1106.30004882812,736371.199504565,4508489.41166311,8.25
1530741077000,40.69335468,-102.20255007,1106.90002441406,736371.058205786,4508481.39423399,8.25
1530741078000,40.69328429,-102.20255088,1107,736371.238738321,4508473.57710152,8.5
1530741079000,40.6932115,-102.20255486,1107,736371.15987702,4508465.48497784,8.5
1531428011000,40.69320272,-102.20251568,1114.30004882812,736374.501860511,4508464.61567601,2.25
1531428012000,40.69322519,-102.20251589,1114.40002441406,736374.404633162,4508467.10981104,2.25
1531428013000,40.69324628,-102.20251992,1114.59997558594,736373.989476179,4508469.44044874,2.25
1531428014000,40.69326516,-102.20252892,1114.09997558594,736373.162144447,4508471.51234338,2
1531428015000,40.69328107,-102.20254314,1113.69995117188,736371.904200159,4508473.24044405,2
1531428016000,40.69329372,-102.20256034,1114.09997558594,736370.405961416,4508474.59858487,2
1531428017000,40.69330244,-102.20257962,1113.80004882812,736368.745852918,4508475.51480325,2
1531428018000,40.69330786,-102.20260036,1113.90002441406,736366.974039425,4508476.06071337,2
1531428019000,40.69331019,-102.20262121,1114.09997558594,736365.203860225,4508476.26326481,2
1531428020000,40.69330966,-102.20264136,1113.80004882812,736363.50295093,4508476.15017372,2
1531428021000,40.6933107,-102.20266052,1113.30004882812,736361.880148818,4508476.21405537,2
1531428022000,40.69331268,-102.20267873,1112.69995117188,736360.334302099,4508476.38485714,2
1531428023000,40.69331364,-102.20269517,1112.59997558594,736358.941637768,4508476.4471803,2
1531428024000,40.69331161,-102.20271143,1112.5,736357.57476,4508476.17802773,1.75
1531428025000,40.69330313,-102.20270672,1112.59997558594,736358.002774029,4508475.24922765,0
1531428026000,40.693299,-102.20270093,1112.59997558594,736358.506668126,4508474.80628781,0
1531428027000,40.69329665,-102.20269908,1112.90002441406,736358.671315074,4508474.55036286,0
1531428028000,40.69329601,-102.20269957,1113.19995117188,736358.632171089,4508474.47798858,0
1531428029000,40.69329535,-102.20270006,1113.30004882812,736358.593097842,4508474.40339384,0
1531428030000,40.69329498,-102.20270068,1113.30004882812,736358.542013162,4508474.36064596,0
1531428031000,40.69329401,-102.20270233,1113.30004882812,736358.406010086,4508474.24851099,0
1531428032000,40.69329336,-102.20270348,1113.40002441406,736358.311127884,4508474.17324965,0
1531428033000,40.69329262,-102.20270525,1113.5,736358.164170643,4508474.08632705,0
1531428034000,40.69329234,-102.20270697,1113.40002441406,736358.019811661,4508474.05060992,0
1531428035000,40.69329165,-102.20270851,1113.5,736357.892113814,4508473.9698577,0
1531428036000,40.6932914,-102.20270935,1113.59997558594,736357.822013496,4508473.93984038,0
1531428037000,40.69329122,-102.20270984,1113.59997558594,736357.781242492,4508473.91853697,0
1531428038000,40.69329114,-102.2027101,1113.59997558594,736357.759554038,4508473.90895512,0
1531428039000,40.69329112,-102.20271017,1113.59997558594,736357.753709397,4508473.9065462,0
1531428040000,40.69329112,-102.20271019,1113.59997558594,736357.752019288,4508473.90649235,0
1531428041000,40.69329055,-102.20271212,1113.59997558594,736357.590939883,4508473.83801303,0.5
1531428042000,40.69328683,-102.20271628,1114.09997558594,736357.252554802,4508473.41380585,0.5
1531428043000,40.69329097,-102.20271222,1113.80004882812,736357.581003812,4508473.88437373,0
1531428044000,40.6932925,-102.20270857,1113.90002441406,736357.884037059,4508474.06406623,0
1531428045000,40.69329336,-102.20270577,1114.09997558594,736358.117610456,4508474.16708459,0
1531428046000,40.69329483,-102.20270303,1114.30004882812,736358.343955962,4508474.33766583,0
1531428047000,40.69329423,-102.20270327,1114.30004882812,736358.325796849,4508474.27040554,0.25
1531428048000,40.69329442,-102.2027067,1114.40002441406,736358.035271214,4508474.2822659,0
1531428049000,40.69329428,-102.20270822,1114.5,736357.907318142,4508474.2626305,0.25
1531428050000,40.69329368,-102.20270753,1114.09997558594,736357.967749073,4508474.19787393,0.25
1531428051000,40.69329359,-102.20270965,1114.40002441406,736357.788915896,4508474.18217443,0.25
1531428052000,40.69329237,-102.20271162,1115,736357.626755311,4508474.04142207,0.25
1531428053000,40.69328416,-102.20270961,1114.09997558594,736357.825649773,4508473.13532952,0
1531428054000,40.69328416,-102.20270961,1114.09997558594,736357.825649773,4508473.13532952,0
1531428055000,40.69327869,-102.20270668,1114.30004882812,736358.092597968,4508472.53591844,0
1531428056000,40.69327862,-102.20270537,1114.30004882812,736358.20354769,4508472.53167353,0
1531428057000,40.69327831,-102.20270881,1115.30004882812,736357.91394542,4508472.48799517,0
1531428058000,40.69328081,-102.20271296,1115.69995117188,736357.554405399,4508472.75438171,0.25
1531428059000,40.69328284,-102.20271818,1116.09997558594,736357.106106955,4508472.96570658,0.25
1531428060000,40.69328589,-102.20272337,1115.90002441406,736356.656736007,4508473.29035631,0.25
1531428061000,40.69328962,-102.20272867,1115.5,736356.195664375,4508473.69020598,0.25
1531428062000,40.69329367,-102.20273576,1115.30004882812,736355.582196259,4508474.12076431,0.25
1531428063000,40.69329805,-102.20274351,1115.59997558594,736354.911787448,4508474.58618366,0.25
1531428064000,40.69330293,-102.20275262,1115.30004882812,736354.1246829,4508475.1034536,0.5
1531428065000,40.69330823,-102.20276234,1115.90002441406,736353.284544663,4508475.66571133,0.5
1531428066000,40.69331327,-102.20277284,1116.40002441406,736352.379411936,4508476.19700318,0.5
1531428067000,40.69331964,-102.20278675,1117.5,736351.1814119,4508476.86677651,0.5
1531428068000,40.69332526,-102.20280097,1117,736349.959868064,4508477.45244777,0.5
1531428069000,40.69332966,-102.20281437,1116.59997558594,736348.811933789,4508477.90487793,0.75
1531428070000,40.693334,-102.20282827,1117.19995117188,736347.621959188,4508478.34930081,0.75
1531428071000,40.693338,-102.20284184,1117.09997558594,736346.461074026,4508478.75686422,0.75
1531428072000,40.69334165,-102.20285669,1116.30004882812,736345.193260014,4508479.12212377,0.75
1531428073000,40.6933449,-102.20287312,1115.90002441406,736343.793342381,4508479.43872071,0.75
1531428074000,40.69334635,-102.20288208,1115.90002441406,736343.031046059,4508479.57558461,0.75
1531428075000,40.69334916,-102.20290776,1115.5,736340.851010272,4508479.8184308,0.75
1531428076000,40.69334974,-102.20292421,1115,736339.458845912,4508479.83854169,0.75
1531428077000,40.69335038,-102.20294019,1115.09997558594,736338.106186892,4508479.86657947,0.75
1531428078000,40.69335074,-102.20295023,1115,736337.256479957,4508479.87952094,0.75
1531428079000,40.69335498,-102.20297663,1115.59997558594,736335.010543329,4508480.27919438,1
1531428080000,40.69335828,-102.20299994,1115.69995117188,736333.029052906,4508480.58282423,1.5
1531428081000,40.6933609,-102.20302271,1115.40002441406,736331.095600441,4508480.81241215,1.5
1531428082000,40.69336342,-102.20304505,1114.90002441406,736329.198839081,4508481.03205569,1.5
1531428083000,40.69336466,-102.20306651,1115.69995117188,736327.380969315,4508481.11195832,1.5
1531428084000,40.6933655,-102.20308592,1115.40002441406,736325.737750149,4508481.15297013,1.5
1531428085000,40.69336642,-102.20310239,1115.30004882812,736324.342693781,4508481.21077803,1.5
1531428086000,40.69336631,-102.20311663,1115.80004882812,736323.139726895,4508481.16023453,1.25
1531428087000,40.69336634,-102.20312363,1115.90002441406,736322.548083492,4508481.14472287,0.75
1531428088000,40.6933656,-102.203132,1115.5,736321.84339085,4508481.04003538,0.75
1531428089000,40.69336454,-102.20314223,1115.80004882812,736320.982649934,4508480.89481376,1
1531428090000,40.69336373,-102.2031539,1115.80004882812,736319.999337208,4508480.77347204,1
1531428091000,40.6933643,-102.20316668,1116.30004882812,736318.917343309,4508480.80235521,1
1531428092000,40.6933649,-102.20317972,1116.19995117188,736317.813271952,4508480.8338694,1
1531428093000,40.69336508,-102.20319426,1116.5,736316.583927893,4508480.8147163,1.25
1531428094000,40.69336442,-102.20321031,1116.90002441406,736315.229951325,4508480.69823914,1.25
1531428095000,40.69336356,-102.20322764,1116.5,736313.768515172,4508480.55611218,1.25
1531428096000,40.69336286,-102.20324574,1116.90002441406,736312.24144407,4508480.42967672,1.25
1531428097000,40.69336201,-102.20326366,1116.90002441406,736310.73011434,4508480.28707253,1.25
1531428098000,40.69336143,-102.20328209,1117.09997558594,736309.174732067,4508480.1730723,1.5
1531428099000,40.69336114,-102.20330122,1116.80004882812,736307.559170531,4508480.08938512,1.5
1531428100000,40.69336128,-102.20331999,1116.90002441406,736305.972510336,4508480.05440741,1.5
1531428101000,40.69336091,-102.20333858,1116.5,736304.402864564,4508479.96329249,1.5
1531428102000,40.69336068,-102.20335669,1116.40002441406,736302.873286276,4508479.88901315,1.5
1531428103000,40.69336047,-102.20337361,1116,736301.444198607,4508479.8201575,1.5
1531428104000,40.69336087,-102.20339002,1115.80004882812,736300.056051622,4508479.82039919,1.5
1531428105000,40.69336183,-102.20340583,1115.19995117188,736298.716627642,4508479.88442924,1.5
1531428106000,40.69336258,-102.20342163,1115.09997558594,736297.378791334,4508479.9251715,1.5
1531428107000,40.6933639,-102.20343726,1115,736296.053305409,4508480.029655,1.5
1531428108000,40.69336498,-102.20345276,1114.80004882812,736294.739653883,4508480.10784295,1.5
1531428109000,40.69336776,-102.20346813,1114.59997558594,736293.430976863,4508480.37512113,1.5
1531428110000,40.69336933,-102.20348413,1114.69995117188,736292.073340159,4508480.5063654,1.5
1531428111000,40.69337135,-102.20350075,1114.80004882812,736290.661719033,4508480.68590186,1.5
1531428112000,40.69337202,-102.20351746,1114.80004882812,736289.247266058,4508480.71531452,1.5
1531428113000,40.69337379,-102.2035342,1114.69995117188,736287.826388425,4508480.86677265,1.5
1531428114000,40.69337623,-102.20355089,1114.40002441406,736286.407367074,4508481.09275143,1.5
1531428115000,40.69337901,-102.20356821,1114.19995117188,736284.93390528,4508481.35478296,1.5
1531428116000,40.69338096,-102.20358601,1114.19995117188,736283.422815838,4508481.52337336,1.5
1531428117000,40.69338231,-102.20360473,1114.40002441406,736281.836103113,4508481.62287391,1.5
1531428118000,40.69338344,-102.20362367,1114.09997558594,736280.231577171,4508481.69735753,1.5
1531428119000,40.69338315,-102.20364225,1113.80004882812,736278.66249403,4508481.61515684,1.5
1531428120000,40.69338376,-102.20366096,1113.80004882812,736277.079242992,4508481.63252787,1.5
1531428121000,40.69338498,-102.20367963,1114.09997558594,736275.497215391,4508481.71773126,1.5
1531428122000,40.69338764,-102.2036989,1114.19995117188,736273.859393222,4508481.96119425,1.5
1531428123000,40.69339005,-102.20371861,1114.40002441406,736272.185272788,4508482.17571756,1.5
1531428124000,40.69339144,-102.2037386,1114.19995117188,736270.491097384,4508482.27624366,1.5
1531428125000,40.69339161,-102.20375879,1114.09997558594,736268.784334494,4508482.24078313,1.5
1531428126000,40.69339139,-102.20377867,1114.09997558594,736267.105147149,4508482.16285804,1.5
1531428127000,40.69339168,-102.20379819,1113.80004882812,736265.454578548,4508482.14252417,1.5
1531428128000,40.69339201,-102.20381824,1113.59997558594,736263.759080736,4508482.12520533,1.5
1531428129000,40.69339273,-102.2038387,1113.69995117188,736262.027556913,4508482.15008274,1.5
1531428130000,40.69339286,-102.20385985,1113.40002441406,736260.239810444,4508482.1075998,1.5
1531428131000,40.69339291,-102.20388166,1113.40002441406,736258.396573336,4508482.05445933,1.75
1531428132000,40.69339242,-102.20390315,1113.19995117188,736256.58228708,4508481.9422277,1.75
1531428133000,40.69339187,-102.20392536,1113,736254.707369121,4508481.82139758,1.75
1531428134000,40.69339107,-102.20394752,1112.5,736252.837560254,4508481.6729466,1.75
1531428135000,40.69339094,-102.20396983,1112.30004882812,736250.952706847,4508481.59847825,1.75
