gpsTime,lat,lon,altitude,x,y,speed
1530742607000,40.67736255,-102.13485109,1101.19995117188,742149.93866996,4506890.35342573,1.75
1530742608000,40.67736265,-102.13485194,1101.40002441406,742149.86646038,4506890.3621844,0.25
1531360034000,40.6787936,-102.12526555,1092.90002441406,742954.969559047,4507075.71022141,2.75
1531360035000,40.67876746,-102.12527779,1093,742954.029970172,4507072.77417705,3
1531360036000,40.67873861,-102.12528592,1093,742953.447625132,4507069.54862719,3
1531360037000,40.67870799,-102.12528916,1092.09997558594,742953.285037646,4507066.14009273,3.25
1531360057000,40.67791225,-102.12534023,1092.40002441406,742951.859989156,4506977.65216148,4.25
1531360058000,40.67787585,-102.12534777,1092.40002441406,742951.354936974,4506973.59000987,4.25
1531360059000,40.67784021,-102.12535515,1092.40002441406,742950.86064642,4506969.61267961,4.25
1531360060000,40.67780891,-102.1253613,1091.80004882812,742950.454551167,4506966.12059858,3.75
1531360061000,40.67777792,-102.12536737,1091.80004882812,742950.054090943,4506962.66315653,3.75
1531360062000,40.67774799,-102.12537261,1092,742949.719934898,4506959.32569671,3.75
1531360063000,40.67771857,-102.12537832,1092.30004882812,742949.344197927,4506956.04355917,3.5
1531360064000,40.67769009,-102.12538601,1092.40002441406,742948.797683133,4506952.86030703,3.5
1531360065000,40.67766859,-102.1253939,1092.5,742948.208898772,4506950.45145265,2.75
1531360066000,40.67764754,-102.12540335,1093.09997558594,742947.486618038,4506948.08824366,2.75
1531360067000,40.67762851,-102.12541036,1093,742946.963240344,4506945.95605445,2.5
1531360068000,40.67761046,-102.12541469,1092.90002441406,742946.662831295,4506943.94008345,2.25
1531360069000,40.67759966,-102.12541549,1092.59997558594,742946.634454786,4506942.73880571,1.5
1531360070000,40.67759489,-102.12541566,1092.59997558594,742946.63741828,4506942.20874856,0.75
1531360071000,40.67759455,-102.1254155,1092.69995117188,742946.652177938,4506942.17144287,0.25
1531360072000,40.67759887,-102.12541463,1092.69995117188,742946.710017939,4506942.65347552,0
1531360073000,40.67760127,-102.1254138,1092.69995117188,742946.77145367,4506942.92223049,0
1531360074000,40.67760261,-102.12541363,1092.5,742946.780953901,4506943.07147361,0
1531360075000,40.67760354,-102.12541357,1092.40002441406,742946.782646089,4506943.17489238,0
1531360076000,40.67760409,-102.125414,1092.40002441406,742946.744301283,4506943.23476627,0
1531360077000,40.67760462,-102.12541408,1092.30004882812,742946.735613307,4506943.29338794,0
1531360078000,40.67760519,-102.12541424,1092.09997558594,742946.720017888,4506943.35622927,0
1531360079000,40.67760552,-102.12541452,1092,742946.69515143,4506943.39209274,0
