gpsTime,lat,lon,altitude,x,y,speed
1531419472000,40.66837115,-102.10548083,1086.19995117188,744665.400833984,4505973.48632955,3.75
1531419473000,40.66834593,-102.10548864,1085.90002441406,744664.832853749,4505970.66453248,3.25
1531419474000,40.6683195,-102.10549921,1086.09997558594,744664.035974222,4505967.70070756,2.75
1531419475000,40.66829877,-102.10551713,1085.90002441406,744662.596886334,4505965.34924967,2.75
1531419476000,40.6683026,-102.10552154,1085.30004882812,744662.210061941,4505965.76218995,0.75
1531419477000,40.66830387,-102.10552351,1085.90002441406,744662.038875795,4505965.89770379,0.5
1531419478000,40.66830197,-102.10552825,1085.80004882812,744661.645115572,4505965.6735536,0.5
1531419479000,40.66830418,-102.10552722,1086,744661.724105171,4505965.92178717,0
1531419480000,40.66830241,-102.10552737,1086,744661.71789953,4505965.7248557,0
1531419481000,40.66830272,-102.10552323,1086,744662.06675346,4505965.77080538,0.5
1531419482000,40.66831497,-102.10551257,1086.59997558594,744662.923116591,4505967.16055111,1
1531419483000,40.6683261,-102.10550343,1086.40002441406,744663.655078687,4505968.42171531,1.25
1531419484000,40.66833754,-102.10549517,1086.40002441406,744664.311512908,4505969.71484597,1.25
1531419485000,40.66834852,-102.10548909,1086.80004882812,744664.785336628,4505970.95083285,1.25
1531419486000,40.66834183,-102.10548431,1087.09997558594,744665.213902766,4505970.22139284,1.25
1531419487000,40.66833152,-102.10548043,1087,744665.579627719,4505969.08753658,1.25
1531419488000,40.6683137,-102.10547726,1086.69995117188,744665.912804547,4505967.11790742,1.25
1531419489000,40.66829497,-102.10547521,1086.90002441406,744666.154627802,4505965.044126,1.25
1531419490000,40.66827414,-102.10547819,1086.59997558594,744665.978906436,4505962.72318142,1.75
1531419491000,40.66825441,-102.10548893,1086.40002441406,744665.143144154,4505960.50274807,1.75
1531419492000,40.6682404,-102.10550568,1087.30004882812,744663.77838119,4505958.9006348,1.75
1531419493000,40.66823268,-102.10552406,1087.19995117188,744662.252809946,4505957.9923265,1.75
1531419494000,40.6682291,-102.10554019,1087.80004882812,744660.902304405,4505957.54992798,1.5
1531419495000,40.66822804,-102.1055512,1088.30004882812,744659.975415929,4505957.40157354,1.25
1531419496000,40.66822697,-102.1055419,1088.80004882812,744660.765535988,4505957.30868226,1.25
1531419497000,40.66822728,-102.10552351,1087.90002441406,744662.319060469,4505957.3943254,1.25
1531419498000,40.66822995,-102.10550825,1086.69995117188,744663.59934671,4505957.73326833,1.25
1531419499000,40.66823204,-102.10549555,1086.80004882812,744664.66533673,4505958.00068619,1
1531419500000,40.66823406,-102.10548395,1086.40002441406,744665.638590691,4505958.25726837,1
1531419501000,40.66823465,-102.10547196,1086.40002441406,744666.650045885,4505958.3561718,1
1531419502000,40.66823719,-102.10548525,1086.5,744665.51724053,4505958.60115433,0
1531419503000,40.66823862,-102.1054911,1086.69995117188,744665.017460463,4505958.74362411,0
1531419504000,40.66823874,-102.10549241,1086.69995117188,744664.906276373,4505958.753298,0
1531419505000,40.66823887,-102.10549331,1086.69995117188,744664.829716379,4505958.76522422,0
1531419506000,40.66823871,-102.10549418,1086.69995117188,744664.756753433,4505958.74503684,0
1531419507000,40.66823841,-102.10549512,1086.69995117188,744664.678384967,4505958.70911104,0
1531419508000,40.66823838,-102.10549589,1086.80004882812,744664.613400269,4505958.70363543,0
1531419509000,40.66823842,-102.10549667,1086.80004882812,744664.54731411,4505958.70590369,0
1531419510000,40.6682382,-102.10549703,1086.90002441406,744664.517685162,4505958.68047547,0
1531419511000,40.6682381,-102.10549746,1086.90002441406,744664.481699545,4505958.66817522,0
1531419512000,40.6682381,-102.10549765,1086.90002441406,744664.465637279,4505958.66764597,0
1531419513000,40.6682381,-102.10549778,1086.90002441406,744664.454647308,4505958.66728385,0
1531419514000,40.66823811,-102.10549783,1087,744664.450383812,4505958.66825482,0
1531419515000,40.66823809,-102.10549788,1087,744664.446230066,4505958.66589505,0
1531419516000,40.66823807,-102.1054979,1087,744664.444612466,4505958.66361884,0
1531419517000,40.66823804,-102.10549792,1087,744664.443031449,4505958.66023239,0
1531419518000,40.66823811,-102.10549789,1087,744664.445311518,4505958.66808768,0
1531419519000,40.66823814,-102.10549786,1087,744664.447737917,4505958.67150199,0
1531419520000,40.66823814,-102.10549784,1087,744664.449428682,4505958.6715577,0
