gpsTime,lat,lon,altitude,x,y,speed
1530982401000,40.79289689,-102.38274023,1163.40002441406,720814.484430593,4519063.28115824,1.75
1530982402000,40.79289857,-102.382759,1163.59997558594,720812.895099111,4519063.42037781,1.5
1530982403000,40.79290048,-102.38277451,1163.80004882812,720811.580074978,4519063.5933477,1.5
1530982404000,40.79290137,-102.38278853,1163.69995117188,720810.394154947,4519063.65682933,1.25
1530982405000,40.79290189,-102.382802,1163.40002441406,720809.255869206,4519063.68061868,1.25
1530982406000,40.79290218,-102.38281466,1163.19995117188,720808.186691643,4519063.68091407,1.25
1530982407000,40.7929023,-102.3828267,1162.90002441406,720807.170391631,4519063.66389806,1.25
1530982408000,40.79290186,-102.38283837,1163.09997558594,720806.187167909,4519063.58564183,1.25
1530982409000,40.79290057,-102.38284936,1162.90002441406,720805.264138907,4519063.41472997,1.25
1530982410000,40.79289898,-102.38286017,1162.69995117188,720804.357292429,4519063.21096499,1.25
1530982411000,40.79289744,-102.38287067,1162.69995117188,720803.476437084,4519063.01353238,1.25
1530982412000,40.792896,-102.38288107,1162.80004882812,720802.603687878,4519062.82745413,1.25
1530982413000,40.7928951,-102.38289468,1162.80004882812,720801.458297265,4519062.69323978,1.25
1530982414000,40.79289452,-102.3829086,1162.19995117188,720800.285688729,4519062.59377173,1.5
1530982415000,40.79289256,-102.38292772,1162.5,720798.678893686,4519062.32799005,1.5
1530982416000,40.7928901,-102.38295673,1162.30004882812,720796.239265065,4519061.98177755,2.25
1530982417000,40.79288849,-102.38299203,1162.80004882812,720793.266085194,4519061.71408641,2.75
1530982418000,40.79288873,-102.38302565,1163,720790.428525702,4519061.65602133,2.5
1530982419000,40.79288703,-102.38305859,1163.09997558594,720787.654774385,4519061.38428675,2.5
1530982420000,40.79288453,-102.3830858,1163.40002441406,720785.367156891,4519061.03817225,2.5
1530982421000,40.7928834,-102.38310526,1163.40002441406,720783.728921311,4519060.86368597,1.75
1530982422000,40.79288478,-102.38311854,1163.30004882812,720782.603816139,4519060.98343762,1.5
1530982423000,40.7928862,-102.38313,1163.40002441406,720781.632145046,4519061.11221588,1.5
1530982424000,40.7928893,-102.38313976,1163.40002441406,720780.79834589,4519061.43179548,1.25
1530982425000,40.79289197,-102.38314912,1163.59997558594,720779.99972323,4519061.70464324,1.25
1530982426000,40.7928947,-102.383157,1164.19995117188,720779.325780072,4519061.98788131,1.25
1530982427000,40.79289578,-102.38316489,1164.30004882812,720778.65646315,4519062.0879069,1.25
1530982428000,40.7928955,-102.38317326,1164.19995117188,720777.951153722,4519062.03573241,1
1530982429000,40.79289465,-102.38318139,1164.19995117188,720777.267984439,4519061.92087976,1
1530982430000,40.79289274,-102.38318869,1163.90002441406,720776.658362268,4519061.69043436,1
1530982431000,40.79289107,-102.38319567,1164.09997558594,720776.074945164,4519061.48744066,1
