gpsTime,lat,lon,altitude,x,y,speed
1530742004000,40.67731775,-102.14455748,1097.40002441406,741329.655127051,4506858.66086816,2.25
1530742005000,40.67731738,-102.14452775,1097.19995117188,741332.169429597,4506858.70148791,2.25
1530742006000,40.6773189,-102.14449877,1097.19995117188,741334.613515405,4506858.94988322,2.25
1530742007000,40.67732133,-102.14447061,1097.09997558594,741336.985004823,4506859.29705795,2.25
1530742008000,40.6773232,-102.14444404,1097.09997558594,741339.224118649,4506859.57769037,2.25
1530742009000,40.67732464,-102.14441926,1097.30004882812,741341.313482434,4506859.80566389,2.25
1530742010000,40.67732562,-102.14440762,1097.69995117188,741342.293831062,4506859.94645605,1.25
1530742011000,40.67732615,-102.14440055,1097.40002441406,741342.889518846,4506860.02472835,0.75
1530742012000,40.67732629,-102.14439455,1097.30004882812,741343.396171262,4506860.05676071,0.5
1530742013000,40.67732617,-102.14439053,1097.30004882812,741343.736400132,4506860.05448544,0.5
1530742014000,40.67732538,-102.14439434,1097.40002441406,741343.417206594,4506859.95630579,0
1530742015000,40.67732502,-102.14439559,1097.5,741343.312848208,4506859.91290187,0
1530742016000,40.67732469,-102.14439594,1097.5,741343.284455199,4506859.87530202,0
1530742017000,40.67732444,-102.14439607,1097.5,741343.274369199,4506859.84718871,0
1530742018000,40.67732424,-102.14439629,1097.59997558594,741343.256495348,4506859.82437927,0
1530742019000,40.67732393,-102.14439615,1097.69995117188,741343.269448031,4506859.7903465,0
1530742020000,40.67732366,-102.14439595,1097.80004882812,741343.287327904,4506859.7609196,0
1530742021000,40.67732369,-102.14439552,1097.90002441406,741343.323565921,4506859.76543204,0
1530742022000,40.67732357,-102.14439498,1098,741343.369643284,4506859.75359314,0
1530742023000,40.67732318,-102.14439448,1098.09997558594,741343.413314209,4506859.71166778,0
1530742024000,40.67732288,-102.1443942,1098.19995117188,741343.438064477,4506859.67913,0
1530742025000,40.67732266,-102.14439401,1098.19995117188,741343.454918604,4506859.65522683,0
1530742026000,40.67732252,-102.1443939,1098.19995117188,741343.464721852,4506859.63998573,0
1530742027000,40.67732244,-102.14439385,1098.19995117188,741343.469236941,4506859.63124121,0
1530742028000,40.6773224,-102.14439383,1098.19995117188,741343.471071854,4506859.6268552,0
1530742029000,40.67732238,-102.14439381,1098.19995117188,741343.472834574,4506859.62468968,0
